Accuracy,Precision,Recall,F1_Score,ROC_AUC,Model
0.9534883720930233,0.9813084112149533,0.9459459459459459,0.963302752293578,0.9565795303500222,Decision Tree
0.9883720930232558,1.0,0.9819819819819819,0.990909090909091,0.9994092453108846,Random Forest
0.9767441860465116,0.9908256880733946,0.972972972972973,0.9818181818181818,0.9937970757642888,Gradient Boosting
0.9767441860465116,0.9908256880733946,0.972972972972973,0.9818181818181818,0.9971939152267022,SVM
0.8953488372093024,0.9696969696969697,0.8648648648648649,0.9142857142857143,0.9751883030571555,KNN
0.9825581395348837,1.0,0.972972972972973,0.9863013698630136,0.996307783193029,XGBoost
